,Date,Price
1044,2013-05-25,133.5
1045,2013-05-26,129.770004
1046,2013-05-27,129.0
1047,2013-05-28,132.25
1048,2013-05-29,128.800003
1049,2013-05-30,128.820007
1050,2013-05-31,129.300003
1051,2013-06-01,122.5
1052,2013-06-02,120.739998
1053,2013-06-03,121.400002
1054,2013-06-04,121.900002
1055,2013-06-05,118.970001
1056,2013-06-06,111.0
1057,2013-06-07,107.889999
1058,2013-06-08,100.440002
1059,2013-06-09,106.349998
1060,2013-06-10,109.0
1061,2013-06-11,108.779999
1062,2013-06-12,103.949997
1063,2013-06-13,100.0
1064,2013-06-14,99.800003
1065,2013-06-15,99.900002
1066,2013-06-16,101.949997
1067,2013-06-17,107.349998
1068,2013-06-18,108.25
1069,2013-06-19,111.290001
1070,2013-06-20,109.5
1071,2013-06-21,108.199997
1072,2013-06-22,107.900002
1073,2013-06-23,102.089996
1074,2013-06-24,103.330002
1075,2013-06-25,104.0
1076,2013-06-26,101.739998
1077,2013-06-27,94.660004
1078,2013-06-28,95.0
1079,2013-06-29,97.510002
1080,2013-06-30,88.050003
1081,2013-07-01,90.410004
1082,2013-07-02,78.889999
1083,2013-07-03,80.040001
1084,2013-07-04,68.5
1085,2013-07-05,69.660004
1086,2013-07-06,76.5
1087,2013-07-07,76.0
1088,2013-07-08,76.699997
1089,2013-07-09,88.0
1090,2013-07-10,88.980003
1091,2013-07-11,93.989998
1092,2013-07-12,98.32
1093,2013-07-13,94.419998
1094,2013-07-14,98.889999
1095,2013-07-15,97.099998
1096,2013-07-16,98.5
1097,2013-07-17,90.07
1098,2013-07-18,92.0
1099,2013-07-19,89.82
1100,2013-07-20,92.0
1101,2013-07-21,91.599998
1102,2013-07-22,95.559998
1103,2013-07-23,95.089996
1104,2013-07-24,96.949997
1105,2013-07-25,96.019997
1106,2013-07-26,94.400002
1107,2013-07-27,98.779999
1108,2013-07-28,101.480003
1109,2013-07-29,107.959999
1110,2013-07-30,106.209999
1111,2013-07-31,104.0
1112,2013-08-01,104.5
1113,2013-08-02,104.949997
1114,2013-08-03,105.120003
1115,2013-08-04,106.720001
1116,2013-08-05,106.559998
1117,2013-08-06,105.989998
1118,2013-08-07,103.050003
1119,2013-08-08,102.800003
1120,2013-08-09,103.0
1121,2013-08-10,105.0
1122,2013-08-11,106.809998
1123,2013-08-12,109.599998
1124,2013-08-13,112.559998
1125,2013-08-14,109.989998
1126,2013-08-15,108.989998
1127,2013-08-16,112.75
1128,2013-08-17,113.379997
1129,2013-08-18,118.5
1130,2013-08-19,121.199997
1131,2013-08-20,123.300003
1132,2013-08-21,122.0
1133,2013-08-22,118.510002
1134,2013-08-23,119.599998
1135,2013-08-24,122.110001
1136,2013-08-25,120.07
1137,2013-08-26,131.28999299999998
1138,2013-08-27,128.759995
1139,2013-08-28,129.300003
1140,2013-08-29,138.029999
1141,2013-08-30,141.0
1142,2013-08-31,146.009995
1143,2013-09-01,144.0
1144,2013-09-02,144.0
1145,2013-09-03,132.509995
1146,2013-09-04,130.199997
1147,2013-09-05,121.900002
1148,2013-09-06,128.990005
1149,2013-09-07,126.32
1150,2013-09-08,133.100006
1151,2013-09-09,132.619995
1152,2013-09-10,142.100006
1153,2013-09-11,139.350006
1154,2013-09-12,140.660004
1155,2013-09-13,136.71000700000002
1156,2013-09-14,138.300003
1157,2013-09-15,139.419998
1158,2013-09-16,139.149994
1159,2013-09-17,140.410004
1160,2013-09-18,135.050003
1161,2013-09-19,133.809998
1162,2013-09-20,134.380005
1163,2013-09-21,134.0
1164,2013-09-22,133.399994
1165,2013-09-23,134.779999
1166,2013-09-24,135.0
1167,2013-09-25,137.100006
1168,2013-09-26,138.929993
1169,2013-09-27,142.5
1170,2013-09-28,143.880005
1171,2013-09-29,141.899994
1172,2013-09-30,140.300003
1173,2013-10-01,123.0
1174,2013-10-02,130.990005
1175,2013-10-03,136.820007
1176,2013-10-04,136.699997
1177,2013-10-05,137.800003
1178,2013-10-06,135.800003
1179,2013-10-07,136.490005
1180,2013-10-08,139.5
1181,2013-10-09,140.410004
1182,2013-10-10,140.100006
1183,2013-10-11,142.889999
1184,2013-10-12,147.529999
1185,2013-10-13,151.369995
1186,2013-10-14,158.089996
1187,2013-10-15,152.820007
1188,2013-10-16,157.589996
1189,2013-10-17,168.279999
1190,2013-10-18,183.149994
1191,2013-10-19,186.100006
1192,2013-10-20,192.779999
1193,2013-10-21,202.990005
1194,2013-10-22,227.970001
1195,2013-10-23,206.979996
1196,2013-10-24,197.880005
1197,2013-10-25,188.559998
1198,2013-10-26,206.910004
1199,2013-10-28,206.899994
1200,2013-10-29,216.0
1201,2013-10-30,208.0
1202,2013-10-31,211.169998
1203,2013-11-01,213.429993
1204,2013-11-02,211.690002
1205,2013-11-03,224.0
1206,2013-11-04,238.160004
1207,2013-11-05,251.300003
1208,2013-11-06,264.100006
1209,2013-11-07,309.649994
1210,2013-11-08,355.0
1211,2013-11-09,367.790009
1212,2013-11-10,336.320007
1213,2013-11-11,362.980011
1214,2013-11-12,380.040009
1215,2013-11-13,434.850006
1216,2013-11-14,433.39999400000005
1217,2013-11-15,433.920013
1218,2013-11-16,461.959991
1219,2013-11-17,528.299988
1220,2013-11-18,785.429993
1221,2013-11-19,645.6900019999998
1222,2013-11-20,637.969971
1223,2013-11-21,764.909973
1224,2013-11-22,802.0
1225,2013-11-23,832.5
1226,2013-11-24,795.01001
1227,2013-11-25,829.98999
1228,2013-11-26,969.960022
1229,2013-11-27,1079.890015
1230,2013-11-28,1101.380005
1231,2013-11-29,1206.930054
1232,2013-11-30,1205.660034
1233,2013-12-01,1004.390015
1234,2013-12-02,1096.560059
1235,2013-12-03,1154.859985
1236,2013-12-04,1237.550049
1237,2013-12-05,1106.349976
1238,2013-12-06,845.0200199999998
1239,2013-12-07,697.02002
1240,2013-12-08,803.960022
1241,2013-12-09,918.950012
1242,2013-12-10,1033.719971
1243,2013-12-11,919.929993
1244,2013-12-12,899.9799800000002
1245,2013-12-13,936.77002
1246,2013-12-14,908.940002
1247,2013-12-15,919.880005
1248,2013-12-16,759.919983
1249,2013-12-17,714.969971
1250,2013-12-18,540.97998
1251,2013-12-19,731.950012
1252,2013-12-20,649.960022
1253,2013-12-21,640.47998
1254,2013-12-22,639.48999
1255,2013-12-23,713.23999
1256,2013-12-24,702.75
1257,2013-12-25,707.25
1258,2013-12-26,801.97998
1259,2013-12-27,803.049988
1260,2013-12-28,761.98999
1261,2013-12-29,784.960022
1262,2013-12-30,804.830017
1263,2013-12-31,805.9400019999998
1264,2014-01-01,815.9400019999998
1265,2014-01-02,856.909973
1266,2014-01-03,884.26001
1267,2014-01-04,924.690002
1268,2014-01-05,1014.73999
1269,2014-01-06,1012.650024
1270,2014-01-07,879.900024
1271,2014-01-08,938.840027
1272,2014-01-09,936.950012
1273,2014-01-10,957.76001
1274,2014-01-11,1005.320007
1275,2014-01-12,939.789978
1276,2014-01-13,922.909973
1277,2014-01-14,919.280029
1278,2014-01-15,941.219971
1279,2014-01-16,913.48999
1280,2014-01-17,894.159973
1281,2014-01-18,905.719971
1282,2014-01-19,954.799988
1283,2014-01-20,955.950012
1284,2014-01-21,962.210022
1285,2014-01-22,950.950012
1286,2014-01-23,944.159973
1287,2014-01-24,916.549988
1288,2014-01-25,961.049988
1289,2014-01-26,1007.0
1290,2014-01-27,943.539978
1291,2014-01-28,932.679993
1292,2014-01-29,925.669983
1293,2014-01-30,941.390015
1294,2014-01-31,938.849976
1295,2014-02-01,940.419983
1296,2014-02-02,953.309998
1297,2014-02-03,931.710022
1298,2014-02-04,926.640015
1299,2014-02-05,904.52002
1300,2014-02-06,828.869995
1301,2014-02-07,695.650024
1302,2014-02-08,648.780029
1303,2014-02-09,659.570007
1304,2014-02-10,582.630005
1305,2014-02-11,578.960022
1306,2014-02-12,531.130005
1307,2014-02-13,451.440002
1308,2014-02-14,427.679993
1309,2014-02-15,371.070007
1310,2014-02-16,299.799988
1311,2014-02-17,272.27999900000003
1312,2014-02-18,293.950012
1313,2014-02-19,261.52999900000003
1314,2014-02-20,111.919998
1315,2014-02-21,111.559998
1316,2014-02-22,255.589996
1317,2014-02-23,310.170013
1318,2014-02-24,174.0
1319,2014-02-25,135.779999
1320,2014-02-26,593.1400150000002
1321,2014-02-27,596.48999
1322,2014-02-28,573.9400019999998
1323,2014-03-01,557.3900150000002
1324,2014-03-02,544.5599980000002
1325,2014-03-03,662.179993
1326,2014-03-04,661.849976
1327,2014-03-05,658.299988
1328,2014-03-06,648.26001
1329,2014-03-07,616.72998
1330,2014-03-08,609.210022
1331,2014-03-09,627.049988
1332,2014-03-10,612.969971
1333,2014-03-11,608.6900019999998
1334,2014-03-12,619.429993
1335,2014-03-13,625.039978
1336,2014-03-14,614.030029
1337,2014-03-15,624.030029
1338,2014-03-16,619.1400150000002
1339,2014-03-17,606.380005
1340,2014-03-18,598.929993
1341,2014-03-19,594.960022
1342,2014-03-20,565.98999
1343,2014-03-21,549.599976
1344,2014-03-22,564.340027
1345,2014-03-23,551.159973
1346,2014-03-24,567.5599980000002
1347,2014-03-25,562.8900150000002
1348,2014-03-26,562.450012
1349,2014-03-27,460.450012
1350,2014-03-28,482.609985
1351,2014-03-29,477.109985
1352,2014-03-30,446.920013
1353,2014-03-30,444.660004
1354,2014-03-31,463.450012
1355,2014-04-01,424.369995
1356,2014-04-02,436.30999800000006
1357,2014-04-03,444.359985
1358,2014-04-04,456.630005
1359,2014-04-05,455.690002
1360,2014-04-06,462.380005
1361,2014-04-07,466.55999800000006
1362,2014-04-08,457.339996
1363,2014-04-09,384.630005
1364,2014-04-10,435.14001500000006
1365,2014-04-11,437.64999400000005
1366,2014-04-12,427.600006
1367,2014-04-13,478.380005
1368,2014-04-14,526.429993
1369,2014-04-15,536.950012
1370,2014-04-16,502.0
1371,2014-04-17,485.519989
1372,2014-04-18,506.019989
1373,2014-04-19,498.51001
1374,2014-04-20,495.160004
1375,2014-04-21,487.910004
1376,2014-04-22,487.299988
1377,2014-04-23,500.290009
1378,2014-04-24,464.48999
1379,2014-04-25,457.869995
1380,2014-04-26,443.179993
1381,2014-04-27,441.920013
1382,2014-04-28,446.119995
1383,2014-04-29,445.630005
1384,2014-04-30,460.130005
1385,2014-05-01,453.670013
1386,2014-05-02,438.64999400000005
1387,2014-05-03,436.049988
1388,2014-05-04,430.869995
1389,2014-05-05,432.190002
1390,2014-05-06,446.549988
1391,2014-05-07,441.109985
1392,2014-05-08,445.450012
1393,2014-05-09,451.89999400000005
1394,2014-05-10,433.2300110000001
1395,2014-05-11,438.209991
1396,2014-05-12,433.920013
1397,2014-05-13,442.630005
1398,2014-05-14,448.100006
1399,2014-05-15,453.630005
1400,2014-05-16,452.790009
1401,2014-05-17,450.14001500000006
1402,2014-05-18,443.89999400000005
1403,2014-05-19,484.570007
1404,2014-05-20,488.839996
1405,2014-05-21,515.3599849999998
1406,2014-05-22,518.090027
1407,2014-05-23,520.460022
1408,2014-05-24,570.4400019999998
1409,2014-05-25,582.01001
1410,2014-05-26,570.099976
1411,2014-05-27,570.840027
1412,2014-05-28,564.419983
1413,2014-05-29,612.349976
1414,2014-05-30,627.909973
1415,2014-05-31,649.789978
1416,2014-06-01,655.48999
1417,2014-06-02,669.429993
1418,2014-06-03,638.929993
1419,2014-06-04,660.179993
1420,2014-06-05,650.409973
1421,2014-06-06,651.669983
1422,2014-06-07,651.049988
1423,2014-06-08,644.349976
1424,2014-06-09,655.619995
1425,2014-06-10,642.950012
1426,2014-06-11,597.130005
1427,2014-06-12,610.349976
1428,2014-06-13,583.419983
1429,2014-06-14,582.289978
1430,2014-06-15,599.080017
1431,2014-06-16,605.090027
1432,2014-06-17,606.210022
1433,2014-06-18,600.169983
1434,2014-06-19,590.75
1435,2014-06-20,597.039978
1436,2014-06-21,603.619995
1437,2014-06-22,591.169983
1438,2014-06-23,588.77002
1439,2014-06-24,568.450012
1440,2014-06-25,582.700012
1441,2014-06-26,602.22998
1442,2014-06-27,597.5599980000002
1443,2014-06-28,601.0599980000002
1444,2014-06-29,635.1400150000002
1445,2014-06-30,643.1900019999998
1446,2014-07-01,645.719971
1447,2014-07-02,638.030029
1448,2014-07-03,623.960022
1449,2014-07-04,622.960022
1450,2014-07-05,626.650024
1451,2014-07-06,613.599976
1452,2014-07-07,615.320007
1453,2014-07-08,623.0
1454,2014-07-09,618.3900150000002
1455,2014-07-10,632.900024
1456,2014-07-11,635.900024
1457,2014-07-12,628.030029
1458,2014-07-13,618.320007
1459,2014-07-14,619.599976
1460,2014-07-15,614.799988
1461,2014-07-16,626.580017
1462,2014-07-17,627.469971
1463,2014-07-18,627.039978
1464,2014-07-19,620.97998
1465,2014-07-20,625.130005
1466,2014-07-21,622.530029
1467,2014-07-22,621.6900019999998
1468,2014-07-23,601.869995
1469,2014-07-24,600.5
1470,2014-07-25,596.0
1471,2014-07-26,595.030029
1472,2014-07-27,587.929993
1473,2014-07-28,585.77002
1474,2014-07-29,564.6400150000002
1475,2014-07-30,589.52002
1476,2014-07-31,598.780029
1477,2014-08-01,591.719971
1478,2014-08-02,588.9400019999998
1479,2014-08-03,592.77002
1480,2014-08-04,588.76001
1481,2014-08-05,589.77002
1482,2014-08-06,592.799988
1483,2014-08-07,595.849976
1484,2014-08-08,589.52002
1485,2014-08-09,592.0599980000002
1486,2014-08-10,575.8900150000002
1487,2014-08-11,567.659973
1488,2014-08-12,542.099976
1489,2014-08-13,504.799988
1490,2014-08-14,496.450012
1491,2014-08-15,522.01001
1492,2014-08-16,485.5
1493,2014-08-17,462.179993
1494,2014-08-18,485.119995
1495,2014-08-19,516.780029
1496,2014-08-20,517.9400019999998
1497,2014-08-21,516.099976
1498,2014-08-22,497.679993
1499,2014-08-23,509.709991
1500,2014-08-24,502.929993
1501,2014-08-25,512.5599980000002
1502,2014-08-26,515.22998
1503,2014-08-27,510.75
1504,2014-08-28,512.5599980000002
1505,2014-08-29,505.959991
1506,2014-08-30,481.779999
1507,2014-08-31,477.190002
1508,2014-09-01,478.940002
1509,2014-09-02,480.040009
1510,2014-09-03,490.98999
1511,2014-09-04,483.64999400000005
1512,2014-09-05,484.470001
1513,2014-09-06,485.75
1514,2014-09-07,475.690002
1515,2014-09-08,474.89999400000005
1516,2014-09-09,479.700012
1517,2014-09-10,478.48999
1518,2014-09-11,477.7300110000001
1519,2014-09-12,478.170013
1520,2014-09-13,477.73999
1521,2014-09-14,477.709991
1522,2014-09-15,466.75
1523,2014-09-16,461.089996
1524,2014-09-17,424.26001
1525,2014-09-18,397.670013
1526,2014-09-19,411.529999
1527,2014-09-20,401.619995
1528,2014-09-21,404.089996
1529,2014-09-22,436.859985
1530,2014-09-23,423.769989
1531,2014-09-24,412.290009
1532,2014-09-25,404.459991
1533,2014-09-26,399.019989
1534,2014-09-27,379.079987
1535,2014-09-28,376.769989
1536,2014-09-29,388.170013
1537,2014-09-30,382.839996
1538,2014-10-01,375.140015
1539,2014-10-02,363.450012
1540,2014-10-03,335.320007
1541,2014-10-04,322.859985
1542,2014-10-05,331.549988
1543,2014-10-06,331.649994
1544,2014-10-07,350.869995
1545,2014-10-08,360.910004
1546,2014-10-09,361.709991
1547,2014-10-10,361.220001
1548,2014-10-11,373.170013
1549,2014-10-12,387.320007
1550,2014-10-13,397.100006
1551,2014-10-14,393.170013
1552,2014-10-15,379.769989
1553,2014-10-16,380.480011
1554,2014-10-17,390.880005
1555,2014-10-18,387.279999
1556,2014-10-19,380.390015
1557,2014-10-20,382.350006
1558,2014-10-21,378.929993
1559,2014-10-22,355.7799990000001
1560,2014-10-23,355.100006
1561,2014-10-24,346.720001
1562,2014-10-25,348.670013
1563,2014-10-27,350.089996
1564,2014-10-28,351.059998
1565,2014-10-29,335.119995
1566,2014-10-30,344.859985
1567,2014-10-31,337.869995
1568,2014-11-01,325.429993
1569,2014-11-02,322.549988
1570,2014-11-03,324.23999
1571,2014-11-04,327.959991
1572,2014-11-05,338.01001
1573,2014-11-06,347.670013
1574,2014-11-07,341.869995
1575,2014-11-08,343.540009
1576,2014-11-09,362.040009
1577,2014-11-10,367.149994
1578,2014-11-11,365.420013
1579,2014-11-12,432.029999
1580,2014-11-13,428.720001
1581,2014-11-14,396.529999
1582,2014-11-15,374.859985
1583,2014-11-16,385.609985
1584,2014-11-17,384.690002
1585,2014-11-18,379.160004
1586,2014-11-19,381.429993
1587,2014-11-20,357.299988
1588,2014-11-21,351.769989
1589,2014-11-22,352.01001
1590,2014-11-23,365.850006
1591,2014-11-24,378.850006
1592,2014-11-25,376.429993
1593,2014-11-26,365.350006
1594,2014-11-27,368.829987
1595,2014-11-28,377.589996
1596,2014-11-29,376.279999
1597,2014-11-30,374.929993
1598,2014-12-01,378.609985
1599,2014-12-02,380.640015
1600,2014-12-03,376.959991
1601,2014-12-04,369.839996
1602,2014-12-05,377.630005
1603,2014-12-06,376.26001
1604,2014-12-07,376.470001
1605,2014-12-08,364.950012
1606,2014-12-09,352.190002
1607,2014-12-10,347.940002
1608,2014-12-11,347.679993
1609,2014-12-12,353.399994
1610,2014-12-13,348.23999
1611,2014-12-14,349.350006
1612,2014-12-15,345.369995
1613,2014-12-16,330.220001
1614,2014-12-17,320.019989
1615,2014-12-18,310.339996
1616,2014-12-19,317.7799990000001
1617,2014-12-20,330.350006
1618,2014-12-21,322.630005
1619,2014-12-22,330.839996
1620,2014-12-23,335.25
1621,2014-12-24,322.399994
1622,2014-12-25,318.98999
1623,2014-12-26,329.980011
1624,2014-12-27,315.339996
1625,2014-12-28,316.5299990000001
1626,2014-12-29,314.119995
1627,2014-12-30,311.269989
1628,2014-12-31,318.23999
1629,2015-01-01,314.890015
1630,2015-01-02,315.209991
1631,2015-01-03,287.130005
1632,2015-01-04,264.720001
1633,2015-01-05,274.839996
1634,2015-01-06,282.269989
1635,2015-01-07,291.339996
1636,2015-01-08,282.690002
1637,2015-01-09,287.970001
1638,2015-01-10,273.350006
1639,2015-01-11,264.769989
1640,2015-01-12,269.329987
1641,2015-01-13,221.289993
1642,2015-01-14,164.919998
1643,2015-01-15,209.77999900000003
1644,2015-01-16,206.919998
1645,2015-01-17,199.649994
1646,2015-01-18,210.619995
1647,2015-01-19,215.869995
1648,2015-01-20,210.550003
1649,2015-01-21,228.169998
1650,2015-01-22,232.699997
1651,2015-01-23,232.169998
1652,2015-01-24,248.160004
1653,2015-01-25,252.089996
1654,2015-01-26,269.179993
1655,2015-01-27,263.269989
1656,2015-01-28,236.169998
1657,2015-01-29,233.990005
1658,2015-01-30,231.839996
1659,2015-01-31,218.50999500000003
1660,2015-02-01,225.289993
1661,2015-02-02,238.860001
1662,2015-02-03,227.410004
1663,2015-02-04,226.580002
1664,2015-02-05,216.520004
1665,2015-02-06,222.960007
1666,2015-02-07,227.679993
1667,2015-02-08,223.669998
1668,2015-02-09,220.339996
1669,2015-02-10,219.669998
1670,2015-02-11,218.830002
1671,2015-02-12,221.789993
1672,2015-02-13,236.169998
1673,2015-02-14,258.640015
1674,2015-02-15,233.270004
1675,2015-02-16,235.830002
1676,2015-02-17,243.199997
1677,2015-02-18,235.199997
1678,2015-02-19,241.919998
1679,2015-02-20,244.520004
1680,2015-02-21,244.410004
1681,2015-02-22,235.729996
1682,2015-02-23,238.820007
1683,2015-02-24,238.889999
1684,2015-02-25,237.330002
1685,2015-02-26,236.52999900000003
1686,2015-02-27,253.470001
1687,2015-02-28,254.059998
1688,2015-03-01,257.940002
1689,2015-03-02,273.75
1690,2015-03-03,280.649994
1691,2015-03-04,271.920013
1692,2015-03-05,275.230011
1693,2015-03-06,272.559998
1694,2015-03-07,274.910004
1695,2015-03-08,274.48999
1696,2015-03-09,290.019989
1697,2015-03-10,291.369995
1698,2015-03-11,295.600006
1699,2015-03-12,293.850006
1700,2015-03-13,287.209991
1701,2015-03-14,281.600006
1702,2015-03-15,284.880005
1703,2015-03-16,290.410004
1704,2015-03-17,285.380005
1705,2015-03-18,255.919998
1706,2015-03-19,260.929993
1707,2015-03-20,261.77999900000003
1708,2015-03-21,259.709991
1709,2015-03-22,268.570007
1710,2015-03-23,265.459991
1711,2015-03-24,246.720001
1712,2015-03-25,246.369995
1713,2015-03-26,248.020004
1714,2015-03-27,247.210007
1715,2015-03-28,252.020004
1716,2015-03-29,242.080002
1717,2015-03-29,246.789993
1718,2015-03-30,244.149994
1719,2015-03-31,246.240005
1720,2015-04-01,252.600006
1721,2015-04-02,254.479996
1722,2015-04-03,252.889999
1723,2015-04-04,259.640015
1724,2015-04-05,254.970001
1725,2015-04-06,252.970001
1726,2015-04-07,244.570007
1727,2015-04-08,243.320007
1728,2015-04-09,234.729996
1729,2015-04-10,236.479996
1730,2015-04-11,235.850006
1731,2015-04-12,223.589996
1732,2015-04-13,217.990005
1733,2015-04-14,222.970001
1734,2015-04-15,227.979996
1735,2015-04-16,222.589996
1736,2015-04-17,223.350006
1737,2015-04-18,223.020004
1738,2015-04-19,224.240005
1739,2015-04-20,233.729996
1740,2015-04-21,233.77999900000003
1741,2015-04-22,235.399994
1742,2015-04-23,231.089996
1743,2015-04-24,226.139999
1744,2015-04-25,218.699997
1745,2015-04-26,228.960007
1746,2015-04-27,225.809998
1747,2015-04-28,225.419998
1748,2015-04-29,235.770004
1749,2015-04-30,233.210007
1750,2015-05-01,235.339996
1751,2015-05-02,239.990005
1752,2015-05-03,238.970001
1753,2015-05-04,235.820007
1754,2015-05-05,230.02999900000003
1755,2015-05-06,237.729996
1756,2015-05-07,243.740005
1757,2015-05-08,241.399994
1758,2015-05-09,239.960007
1759,2015-05-10,241.809998
1760,2015-05-11,241.580002
1761,2015-05-12,236.380005
1762,2015-05-13,236.899994
1763,2015-05-14,237.199997
1764,2015-05-15,236.229996
1765,2015-05-16,236.300003
1766,2015-05-17,232.639999
1767,2015-05-18,232.020004
1768,2015-05-19,233.960007
1769,2015-05-20,235.380005
1770,2015-05-21,240.369995
1771,2015-05-22,238.940002
1772,2015-05-23,240.979996
1773,2015-05-24,237.410004
1774,2015-05-25,237.839996
1775,2015-05-26,237.289993
1776,2015-05-27,237.320007
1777,2015-05-28,237.02999900000003
1778,2015-05-29,233.220001
1779,2015-05-30,229.839996
1780,2015-05-31,223.139999
1781,2015-06-01,225.740005
1782,2015-06-02,225.589996
1783,2015-06-03,224.220001
1784,2015-06-04,225.289993
1785,2015-06-05,224.740005
1786,2015-06-06,223.470001
1787,2015-06-07,228.570007
1788,2015-06-08,229.559998
1789,2015-06-09,228.789993
1790,2015-06-10,229.880005
1791,2015-06-11,230.460007
1792,2015-06-12,232.479996
1793,2015-06-13,233.75
1794,2015-06-14,237.0
1795,2015-06-15,249.820007
1796,2015-06-16,247.380005
1797,2015-06-17,248.440002
1798,2015-06-18,244.130005
1799,2015-06-19,244.979996
1800,2015-06-20,244.100006
1801,2015-06-21,247.460007
1802,2015-06-22,243.75999500000003
1803,2015-06-23,240.559998
1804,2015-06-24,242.559998
1805,2015-06-25,242.949997
1806,2015-06-26,250.729996
1807,2015-06-27,248.880005
1808,2015-06-28,256.970001
1809,2015-06-29,264.119995
1810,2015-06-30,257.619995
1811,2015-07-01,254.880005
1812,2015-07-02,255.399994
1813,2015-07-03,260.549988
1814,2015-07-04,270.140015
1815,2015-07-05,269.079987
1816,2015-07-06,266.209991
1817,2015-07-07,268.640015
1818,2015-07-08,269.140015
1819,2015-07-09,283.619995
1820,2015-07-10,291.970001
1821,2015-07-11,310.440002
1822,2015-07-12,290.350006
1823,2015-07-13,286.959991
1824,2015-07-14,283.420013
1825,2015-07-15,276.589996
1826,2015-07-16,279.619995
1827,2015-07-17,274.049988
1828,2015-07-18,273.179993
1829,2015-07-19,277.679993
1830,2015-07-20,275.089996
1831,2015-07-21,276.459991
1832,2015-07-22,275.519989
1833,2015-07-23,288.369995
1834,2015-07-24,288.73999
1835,2015-07-25,291.769989
1836,2015-07-26,293.01001
1837,2015-07-27,293.700012
1838,2015-07-28,288.369995
1839,2015-07-29,287.019989
1840,2015-07-30,283.730011
1841,2015-07-31,280.470001
1842,2015-08-01,281.359985
1843,2015-08-02,281.579987
1844,2015-08-03,284.299988
1845,2015-08-04,281.720001
1846,2015-08-05,278.0
1847,2015-08-06,277.890015
1848,2015-08-07,258.600006
1849,2015-08-08,263.869995
1850,2015-08-09,263.299988
1851,2015-08-10,269.02999900000003
1852,2015-08-11,267.660004
1853,2015-08-12,263.440002
1854,2015-08-13,265.02999900000003
1855,2015-08-14,260.519989
1856,2015-08-15,257.119995
1857,2015-08-16,257.130005
1858,2015-08-17,246.720001
1859,2015-08-18,226.0
1860,2015-08-19,234.660004
1861,2015-08-20,232.399994
1862,2015-08-21,229.539993
1863,2015-08-22,226.75
1864,2015-08-23,211.429993
1865,2015-08-24,220.50999500000003
1866,2015-08-25,224.970001
1867,2015-08-26,222.729996
1868,2015-08-27,231.639999
1869,2015-08-28,228.5
1870,2015-08-29,228.399994
1871,2015-08-30,229.470001
1872,2015-08-31,227.179993
1873,2015-09-01,228.630005
1874,2015-09-02,226.199997
1875,2015-09-03,230.25
1876,2015-09-04,233.669998
1877,2015-09-05,239.860001
1878,2015-09-06,239.580002
1879,2015-09-07,243.240005
1880,2015-09-08,237.410004
1881,2015-09-09,238.080002
1882,2015-09-10,239.899994
1883,2015-09-11,235.600006
1884,2015-09-12,230.190002
1885,2015-09-13,229.910004
1886,2015-09-14,229.52999900000003
1887,2015-09-15,228.600006
1888,2015-09-16,232.720001
1889,2015-09-17,232.210007
1890,2015-09-18,231.110001
1891,2015-09-19,231.089996
1892,2015-09-20,226.330002
1893,2015-09-21,230.00999500000003
1894,2015-09-22,229.889999
1895,2015-09-23,233.75999500000003
1896,2015-09-24,235.02999900000003
1897,2015-09-25,234.300003
1898,2015-09-26,232.5
1899,2015-09-27,238.869995
1900,2015-09-28,236.710007
1901,2015-09-29,235.929993
1902,2015-09-30,237.050003
1903,2015-10-01,236.710007
1904,2015-10-02,238.580002
1905,2015-10-03,238.330002
1906,2015-10-04,240.149994
1907,2015-10-05,246.139999
1908,2015-10-06,242.979996
1909,2015-10-07,242.580002
1910,2015-10-08,244.039993
1911,2015-10-09,245.350006
1912,2015-10-10,247.649994
1913,2015-10-11,245.350006
1914,2015-10-12,248.77999900000003
1915,2015-10-13,252.330002
1916,2015-10-14,254.440002
1917,2015-10-15,262.869995
1918,2015-10-16,269.579987
1919,2015-10-17,261.670013
1920,2015-10-18,263.820007
1921,2015-10-19,269.75
1922,2015-10-20,267.109985
1923,2015-10-21,274.420013
1924,2015-10-22,276.920013
1925,2015-10-23,282.559998
1926,2015-10-24,287.859985
1927,2015-10-26,285.149994
1928,2015-10-27,294.660004
1929,2015-10-28,303.540009
1930,2015-10-29,313.630005
1931,2015-10-30,327.119995
1932,2015-10-31,311.23999
1933,2015-11-01,322.950012
1934,2015-11-02,359.2799990000001
1935,2015-11-03,396.48999
1936,2015-11-04,400.890015
1937,2015-11-05,382.700012
1938,2015-11-06,369.809998
1939,2015-11-07,385.089996
1940,2015-11-08,371.559998
1941,2015-11-09,380.220001
1942,2015-11-10,336.690002
1943,2015-11-11,304.709991
1944,2015-11-12,333.850006
1945,2015-11-13,333.769989
1946,2015-11-14,331.769989
1947,2015-11-15,317.450012
1948,2015-11-16,330.209991
1949,2015-11-17,333.910004
1950,2015-11-18,335.920013
1951,2015-11-19,324.980011
1952,2015-11-20,321.119995
1953,2015-11-21,324.700012
1954,2015-11-22,322.7799990000001
1955,2015-11-23,322.119995
1956,2015-11-24,318.350006
1957,2015-11-25,327.519989
1958,2015-11-26,353.73999
1959,2015-11-27,359.519989
1960,2015-11-28,355.829987
1961,2015-11-29,370.839996
1962,2015-11-30,377.970001
1963,2015-12-01,361.799988
1964,2015-12-02,359.980011
1965,2015-12-03,360.309998
1966,2015-12-04,361.670013
